Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
ಶಕ್ತಿಯು ವಿದ್ಯುತ್ ಶಕ್ತಿಯಂತೆ ಅನಿಯಮಿತವಾಗಿದೆ,ಶಕ್ತಿಯು ಅನಿಯಮಿತವಾಗಿದೆ,ಶಕ್ತಿಯು ಅನಿಯಮಿತವಾಗಿಲ್ಲ,1,"{
  ""Explanation"": ""Electricity is unpredictable like electrical power."",
  ""Answer"": 0
}",0,,0
ಅವನು ನಾಯಿಯಂತೆ ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿಲ್ಲ,0,"{
  ""Startphrase"": ""ಅವನು ನಾಯಿಯಂತೆ ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು."",
  ""Options"": {
    ""0"": ""ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು."",
    ""1"": ""ಅವನ",1,NG,0
ಅವನು ನರಿಯಂತೆ ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿಲ್ಲ,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares the person to a lion, which is known for its honesty and strength. So, the meaning closest to the metaphor is that he possessed honest qualities.""
}",0,,0
ಆಕೆ ಸಾಮಾನ್ಯ ವಿದ್ಯಾರ್ಥಿಯಷ್ಟು ಮಹೊನ್ನತವಾಗಿದ್ದಾಳೆ,ಆಕೆ ಮಹೊನ್ನತವಾಗಿದ್ದಾಳೆ,ಆಕೆ ಮಹೊನ್ನತವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor implies that although she appears to be an average student, she is actually performing at a high level."",
  ""answer"": 0
}",0,,0
ಆ ಹರಳು ಕಲ್ಲಿನಂತೆ ಬೆಲೆಬಾಳುವಂತದ್ದು,ಆ ಹರಳು ಬೆಲೆಬಾಳುವಂತದ್ದು,ಆ ಹರಳು ಬೆಲೆಬಾಳುವಂತದ್ದಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the value of a gem to that of a stone, implying that the gem has a high value similar to a stone."",
  ""answer"": 0
}",0,,0
ಅದು ಕಪ್ಪು ಹಲಗೆಯಂತೆ ಬಿಳುಪಾಗಿತ್ತು,ಅದು ಬಿಳುಪಾಗಿತ್ತು,ಅದು ಬಿಳುಪಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor describes something transforming from black to white, indicating a significant change in appearance."",
  ""answer"": 0
}",0,,0
ಅವಳು ಒಣಗಿದ ಎಲೆಯಷ್ಟು ತಾಜಾವಾಗಿದ್ದಾಳೆ,ಅವಳು ತಾಜಾವಾಗಿದ್ದಾಳೆ,ಅವಳು ತಾಜಾವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the freshness of a leaf with a person being fresh or lively. Therefore, the meaning 'she is lively' is closest to the metaphor."",
  ""answer"": 0
}",0,,0
ಅವನು ಸ್ಥೂಲಕಾಯನಂತೆ ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor is describing someone who has an attractive personality or charm, not just a physically attractive body."",
  ""Answer"": 0
}",0,,0
ಆ ನೀರು ಕೊಚ್ಚೆ ನೀರಿನಂತೆ ಶುಚಿಯಾಗಿದೆ,ಆ ನೀರು ಶುಚಿಯಾಗಿದೆ,ಆ ನೀರು ಶುಚಿಯಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the cleanliness of the water to cleanliness not being like that of a stagnant pool. This implies that the water is indeed clean and pure."",
  ""answer"": 0
}",0,,0
ಆತನು ವಯಸ್ಕನಂತೆ ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನು,ಆತನು ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನು,ಆತನು ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನಲ್ಲ,1,"{
	""Explanation"": ""The metaphor is comparing someone who is childish in their behavior to an adult in terms of intelligence, implying that they are not mature in their actions despite being smart."",
	""Answer"": 0
}",0,,0
ಅವನು ಪ್ರಾಧ್ಯಾಪಕನಂತೆ ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದ್ದನು,ಅವನು ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದ್ದನು,ಅವನು ಹಾಸ್ಯಾಸ್ಪದವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the person to a professor, emphasizing the humorous aspect."",
  ""answer"": 0
}",0,,0
ಆ ತಿಂಡಿ ಸ್ಮೂತಿಯಂತೆ ಮೃದುವಾಗಿದೆ,ಆ ತಿಂಡಿ ಮೃದುವಾಗಿದೆ,ಆ ತಿಂಡಿ ಮೃದುವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares something to a soft smooth drink, indicating that it is gentle and comforting."",
  ""answer"": 0
}",0,,0
ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿಲ್ಲ,0,"{
  ""explanation"": ""The metaphor suggests that the music is pleasant to listen to."",
  ""answer"": 1
}",1,,0
ಆ ಸಂಗೀತವು ಕೇಳಲು ಕರ್ಕಶವಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor implies that the music is harsh or jarring to listen to, which aligns more closely with the option 'ಆ ಸಂಗೀತವು ಕೇಳಲು ಕರ್ಕಶವಾಗಿದೆ'"",
  ""answer"": 0
}",0,,0
ಅವನು ತೆಳ್ಳಗಿನ ಮನುಷ್ಯನಂತೆ ಸಣ್ಣಗಿದ್ದಾನೆ,ಅವನು ಸಣ್ಣಗಿದ್ದಾನೆ,ಅವನು ಸಣ್ಣಗಿಲ್ಲ,0,"{
  ""explanation"": ""The metaphor compares him to a small man, indicating that he is lacking in maturity or experience."",
  ""answer"": 1
}",1,,0
ಈ ಆಟವು ಈಜಿನಂತೆ ಸಾಹಸಮಯವಾಗಿದೆ,ಈ ಆಟವು ಸಾಹಸಮಯವಾಗಿದೆ,ಈ ಆಟವು ಸಾಹಸಮಯವಾಗಿಲ್ಲ,1,"{""answer"":0}

Explanation: The metaphor compares the game to something easy, implying that it is not a challenging or risky activity. Option 0 reflects this meaning, stating that the game is easy and not risky. Option 1 contradicts the metaphor by saying that the game is not risky, which does not align with the comparison made in the metaphor.",0,,0
ಆಕೆಯು ಗೃಹಿಣಿಯಂತೆ ಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿಲ್ಲ,0,"{
  ""Startphrase"": ""ಆಕೆಯು ಗೃಹಿಣಿಯಂತೆ ಸರಳವಾಗಿರುವಳು"",
  ""Options"": {
    ""0"": ""ಆಕೆಯು ಸರಳವಾಗಿರುವಳು"",
    ""1"": ""ಆಕೆಯು ಸರಳವಾಗಿಲ್ಲ""
  },
  ""Explanation"": """,1,NG,0
ಆಕೆಯು ಗೃಹಿಣಿಯಂತೆ ಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿಲ್ಲ,0,"{
  ""Startphrase"": ""ಆಕೆಯು ಗೃಹಿಣಿಯಂತೆ ಸರಳವಾಗಿರುವಳು"",
  ""Options"": {
    ""0"": ""ಆಕೆಯು ಸರಳವಾಗಿರುವಳು"",
    ""1"": ""ಆಕೆಯು ಸರಳವಾಗಿಲ್ಲ""
  },
  ""Explanation"": """,1,NG,0
ಆಕೆಯು ಮಾಡೆಲ್ ನಂತೆಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor here is comparing the woman to a model, implying that she is elegant and graceful. Option 0) is closer to the metaphor as it means 'she is as elegant as a model'."",
  ""answer"": 0
}",0,,0
ಆ ಪ್ರಾಣಿಯು ಹಲ್ಲಿಯಂತೆ ಉದ್ದವಾಗಿದೆ,ಆ ಪ್ರಾಣಿಯು ಉದ್ದವಾಗಿದೆ,ಆ ಪ್ರಾಣಿಯು ಉದ್ದವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the animal to a bone, emphasizing its thinness and elongated shape."",
  ""answer"": 0
}",0,,0
ಅದು ಬಂಡೆಯಂತೆ ತಟಸ್ತವಾಗಿದೆ,ಅದು ತಟಸ್ತವಾಗಿದೆ,ಅದು ತಟಸ್ತವಾಗಿಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor comparing something to a rock indicates that it is stable and firm, just like how a rock is solid and steady. Option 0 reflects this meaning, as it states that it is indeed stable like a rock. Option 1 is the opposite, suggesting that it is not stable like a rock.",0,,0
ವಾತಾವರಣವೂ  ಬೇಸಿಗೆಯಂತೆ ತಣ್ಣಗಿದೆ,ವಾತಾವರಣವೂ ತಣ್ಣಗಿದೆ,ವಾತಾವರಣವೂ ತಣ್ಣಗಿಲ್ಲ,1,"{
  ""explanation"": ""The comparison is between the environment and the coolness of winter, indicating that the environment is cool."",
  ""answer"": 0
}",0,,0
ವಾತಾವರಣವೂ ಮಳೆಗಾಲದಂತೆ ಬೆಚ್ಚಗಿದೆ.,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿದೆ,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿಲ್ಲ,1,"{
  ""Startphrase"": ""ವಾತಾವರಣವೂ ಮಳೆಗಾಲದಂತೆ ಬೆಚ್ಚಗಿದೆ."",
  ""Options"": {
    ""0"": ""ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿದೆ"",
    ""1"": ""ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿಲ",0,NG,0
ಆ ಹುಡುಗ ಜಿಂಕೆಯಂತೆ ಉದ್ದವಿದ್ದಾನೆ,ಆ ಹುಡುಗ ಉದ್ದವಿದ್ದಾನೆ,ಆ ಹುಡುಗ ಉದ್ದವಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the boy to a deer, emphasizing how tall he is."",
  ""answer"": 0
}",0,,0
ಆ ಸಿನಿಮಾ ಸಸ್ಪೆನ್ಸ್ ಥ್ರಿಲ್ಲರ್ನಂತೆ ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿದೆ,ಆ ಸಿನಿಮಾ ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿದೆ,ಆ ಸಿನಿಮಾ ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the movie to a suspense thriller, implying that the movie has a straightforward and engaging plot just like a suspense thriller. Hence, option 0) is the closest meaning."",
  ""answer"": 0
}",0,,0
ಅವನ ಕಣ್ಣುಗಳು ಚಂದಿರನಂತೆ ನೀಲಿ ಆಗಿದೆ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿದೆ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿಲ್ಲ,1,"{
  ""explanation"": ""Metaphorically stating that his eyes are as blue as the sky, emphasizing the bright blue color."",
  ""answer"": 0
}",0,,0
ಸೈನಿಕರ ತೋಳು ಪ್ಲಾಸ್ಟಿಕ್ ನಂತೆ ಗಟ್ಟಿಯಾಗಿದೆ,ಸೈನಿಕರ ತೋಳು ಗಟ್ಟಿಯಾಗಿದೆ,ಸೈನಿಕರ ತೋಳು ಗಟ್ಟಿಯಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the soldier's grip to plastic, indicating it is strong and firm."",
  ""answer"": 0
}",0,,0
ಈ ವಸ್ತುವೂ  ಪ್ರಾಣಿಯಂತೆ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the item to an animal with a sweet fragrance, implying that the item also has a sweet fragrance."",
  ""answer"": 0
}",0,,0
ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ಗ್ರಹಗಳನ್ನು ಹೊಂದಿದೆ,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿದೆ,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The universe holds countless galaxies, which contain numerous stars."",
  ""answer"": 0
}",0,,0
ಅವನು ಕೆಲಸದಲ್ಲಿ ಎಮ್ಮೆಯಂತೆ ಏಕಾಗ್ರತೆ ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಕೆಲಸದಲ್ಲಿ ಏಕಾಗ್ರತೆ ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಕೆಲಸದಲ್ಲಿ ಏಕಾಗ್ರತೆ ಹೊಂದಿಲ್ಲ,1,"{
  ""Explanation"": ""Comparing someone's focus to that of a goat while working implies that the person is very focused and attentive to their task, like how a goat concentrates on eating grass."",
  ""Answer"": 0
}",0,,0
ಅದರ ಬಣ್ಣ ನೀರಿನಂತೆ ಬಿಳಿಯಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳಿಯಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳಿಯಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the color of something to water. Water is transparent and does not have a specific color, so the closest meaning is that the color of the object is white."",
  ""answer"": 0
}",0,,0
ಅವರು ಹಾವಿನಂತೆ ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ,ಅವರು ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ,ಅವರು ಬಣ್ಣ ಬದಲಿಸಲ್ಲ,1,"{
  ""Startphrase"": ""ಅವರು ಹಾವಿನಂತೆ ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ"",
  ""Options"": {
    ""0"": ""ಅವರು ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ"",
    ""1"": ""ಅವರು ಬಣ್ಣ ಬದಲಿಸಲ್",0,NG,0
ಅವರು ಹಾವಿನಂತೆ ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ,ಅವರು ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ,ಅವರು ಬಣ್ಣ ಬದಲಿಸಲ್ಲ,1,"{
  ""Startphrase"": ""ಅವರು ಹಾವಿನಂತೆ ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ"",
  ""Options"": {
    ""0"": ""ಅವರು ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ"",
    ""1"": ""ಅವರು ಬಣ್ಣ ಬದಲಿಸಲ್",0,NG,0
ಆ ಕಟ್ಟಡವು ಕೆಡವಿದ ಅರಮನೆಯಂತೆ ಸುಂದರವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಸುಂದರವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಸುಂದರವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the current building to a beautiful ruined mansion, suggesting that the current building is beautiful despite being destroyed, not that the building itself is ruined and ugly."",
  ""answer"": 0
}",0,,0
ಆ ರಸ್ತೆಯು ಹಿಲ್ ಸ್ಟೇಷನಂತೆ ನೇರವಾಗಿದೆ,ಆ ರಸ್ತೆಯು ನೇರವಾಗಿದೆ,ಆ ರಸ್ತೆಯು ನೇರವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""Metaphorically comparing the road to a train station suggests that the road is straight and direct."",
  ""answer"": 0
}",0,,0
ಆ ರಸ್ತೆಯು ಹಿಲ್ ಸ್ಟೇಷನಂತೆ ತಿರುವುಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿಲ್ಲ,0,"{
    ""answer"": 1
}
Explanation: In this metaphor, the road is compared to a train station. A train station is a place where trains turn and change tracks, similar to how the road has curves and bends. Option 1) ""ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿಲ್ಲ"" is the closest meaning as it indicates that the road does not have twists and turns like a train station, matching the metaphor.",1,,0
ಆ ರಸ್ತೆಯು ಹೆದ್ದಾರಿಯಂತೆ ತಿರುವುಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the road to a snake, emphasizing the twists and turns. Therefore, the closest meaning is that the road has twists and turns."",
  ""answer"": 0
}",0,,0
ಹೂಡಿಕೆಯು ಫಿಕ್ಸಡ್ ಡೆಪಾಸಿಟ್ ನಲ್ಲಿ ಅಪಾಯಕಾರಿ,ಹೂಡಿಕೆಯು ಅಪಾಯಕಾರಿ,ಹೂಡಿಕೆಯು ಅಪಾಯಕಾರಿಯಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: In the given metaphor, ""ಹೂಡಿಕೆ"" refers to a dangerous situation or risk, and ""ಫಿಕ್ಸಡ್ ಡೆಪಾಸಿಟ್"" refers to a fixed deposit. The comparison implies that engaging in a fixed deposit can be risky or dangerous. Option 0) ""ಹೂಡಿಕೆಯು ಅಪಾಯಕಾರಿ"" translates to ""The fixed deposit is dangerous"", which closely aligns with the metaphor.",0,,0
ಕೋಲಿನ ಎತ್ತರ ತುಂಡವಾಗಿ ಇತ್ತು,ಕೋಲಿನ ಎತ್ತರ ಉದ್ದವಾಗಿ ಇತ್ತು,ಕೋಲಿನ ಎತ್ತರ ತುಂಡವಾಗಿ ಇತ್ತು,1,"{
  ""explanation"": ""The metaphor is comparing the height of the object to a tall pole, indicating that the object was tall and slender."",
  ""answer"": 0
}",0,,0
ಚೆಸ್ ಆಡಲು ಕಡಿಮೆ ಬುದ್ಧಿವಂತಿಕೆ ಬೇಕು,ಚೆಸ್ ಆಡಲು ಜಾಸ್ತಿ ಬುದ್ಧಿವಂತಿಕೆ ಬೇಕು,ಚೆಸ್ ಆಡಲು ಕಡಿಮೆ ಬುದ್ಧಿವಂತಿಕೆ ಬೇಕು,1,"{
  ""explanation"": ""Playing chess requires a certain level of intelligence, so the metaphor implies that more intelligence is needed."",
  ""answer"": 0
}",0,,0
ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು,ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು,ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿಲ್ಲ,0,"{
  ""Startphrase"": ""ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು"",
  ""Options"": {
    ""0"": ""ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು"",
    ""1"": ""ಸಿನಿಮಾದ",1,NG,0
ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು,ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು,ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿಲ್ಲ,0,"{
  ""Startphrase"": ""ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು"",
  ""Options"": {
    ""0"": ""ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು"",
    ""1"": ""ಸಿನಿಮಾದ",1,NG,0
ಹಾಡಿನ ಸಂಗೀತ ಕರ್ಕಶ ಆಗಿತ್ತು,ಹಾಡಿನ ಸಂಗೀತ ಸುಮಧುರವಾಗಿತ್ತು,ಹಾಡಿನ ಸಂಗೀತ ಸುಮಧುರವಾಗಿಲ್ಲ,0,"{
  ""explanation"": ""The metaphor talks about the music being harsh, so the closest meaning would be 'ಹಾಡಿನ ಸಂಗೀತ ಕರ್ಕಶ' meaning 'ಹಾಡಿನ ಸಂಗೀತ ಸುಮಧುರವಾಗಿಲ್ಲ'."",
  ""answer"": 1
}",1,,0
