ending1,ending2,startphrase,labels,instruction_column
Sora manehna merdu,Sora manehna gandeng.,Sora manehna kawas kicau manuk dadali,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sora manehna kawas kicau manuk dadali, Options: 0) Sora manehna merdu 1) Sora manehna gandeng."
Sora manehna merdu,Sora manehna gandeng.,Sora manehna kawas hujan geledek.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sora manehna kawas hujan geledek., Options: 0) Sora manehna merdu 1) Sora manehna gandeng."
Awak manehna meuni seungit,Awak manehna meuni bau.,Awak manehna meuni kawas mawar bodas,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awak manehna meuni kawas mawar bodas, Options: 0) Awak manehna meuni seungit 1) Awak manehna meuni bau."
Awak manehna meuni seungit,Awak manehna meuni bau.,Awak manehna meuni kawas kembang bangke.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awak manehna meuni kawas kembang bangke., Options: 0) Awak manehna meuni seungit 1) Awak manehna meuni bau."
Ponten rapor kuring goreng,Ponten rapor kuring alus.,Ponten rapor kuring umpama beureum getih,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ponten rapor kuring umpama beureum getih, Options: 0) Ponten rapor kuring goreng 1) Ponten rapor kuring alus."
Ponten rapor kuring goreng,Ponten rapor kuring alus.,Ponten rapor kuring umpama biru langit.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ponten rapor kuring umpama biru langit., Options: 0) Ponten rapor kuring goreng 1) Ponten rapor kuring alus."
Ditolak manehna meuni nyeri,Ditolak manehna meuni gumbira.,Ditolak manehna umpama hate dikeureut peso,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ditolak manehna umpama hate dikeureut peso, Options: 0) Ditolak manehna meuni nyeri 1) Ditolak manehna meuni gumbira."
Ditolak manehna meuni nyeri,Ditolak manehna meuni gumbira.,Ditolak manehna umpama taman pinuh ku kembang.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ditolak manehna umpama taman pinuh ku kembang., Options: 0) Ditolak manehna meuni nyeri 1) Ditolak manehna meuni gumbira."
Omongan manehna robah-robah,Omongan manehna ajeg.,Omongan manehna kawas cai di daun taleus,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omongan manehna kawas cai di daun taleus, Options: 0) Omongan manehna robah-robah 1) Omongan manehna ajeg."
Omongan manehna robah-robah,Omongan manehna ajeg.,Omongan manehna kawas tangkal beringin.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omongan manehna kawas tangkal beringin., Options: 0) Omongan manehna robah-robah 1) Omongan manehna ajeg."
Kosan rerencangan abdi lega,Kosan rerencangan abdi heurin.,Kosan rerencangan abdi sapertos lapangan bola,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kosan rerencangan abdi sapertos lapangan bola, Options: 0) Kosan rerencangan abdi lega 1) Kosan rerencangan abdi heurin."
Kosan rerencangan abdi lega,Kosan rerencangan abdi heurin.,Kosan rerencangan abdi sapertos liang sireum.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kosan rerencangan abdi sapertos liang sireum., Options: 0) Kosan rerencangan abdi lega 1) Kosan rerencangan abdi heurin."
Cicing di imah teh teu betah,Cicing di imah teh betah.,Cicing di imah teh kos cicing di neraka,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cicing di imah teh kos cicing di neraka, Options: 0) Cicing di imah teh teu betah 1) Cicing di imah teh betah."
Cicing di imah teh teu betah,Cicing di imah teh betah.,Cicing di imah teh kos cicing di taman firdaus.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cicing di imah teh kos cicing di taman firdaus., Options: 0) Cicing di imah teh teu betah 1) Cicing di imah teh betah."
Ngaharep balesan manehna mustahil,Ngaharep balesan manehna teu kudu usaha.,Ngaharep balesan manehna ibarat ngajarkeun lauk naek tangkal,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ngaharep balesan manehna ibarat ngajarkeun lauk naek tangkal, Options: 0) Ngaharep balesan manehna mustahil 1) Ngaharep balesan manehna teu kudu usaha."
Ngaharep balesan manehna mustahil,Ngaharep balesan manehna teu kudu usaha.,Ngaharep balesan manehna ibarat ngajarkeun monyet naek tangkal.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ngaharep balesan manehna ibarat ngajarkeun monyet naek tangkal., Options: 0) Ngaharep balesan manehna mustahil 1) Ngaharep balesan manehna teu kudu usaha."
Milarian padamelan ayeuna mah sesah,Milarian padamelan ayeuna mah gampil.,Milarian padamelan ayena mah sapertos milarian bintang di beurang copong,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Milarian padamelan ayena mah sapertos milarian bintang di beurang copong, Options: 0) Milarian padamelan ayeuna mah sesah 1) Milarian padamelan ayeuna mah gampil."
Milarian padamelan ayeuna mah sesah,Milarian padamelan ayeuna mah gampil.,Milarian padamelan ayena mah sapertos milarian lauk di sagara.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Milarian padamelan ayena mah sapertos milarian lauk di sagara., Options: 0) Milarian padamelan ayeuna mah sesah 1) Milarian padamelan ayeuna mah gampil."
"Hoyong seueur acis, tapi teu damel teh mustahil","Hoyong seueur acis, tapi teu damel teh mungkin wae.","Hoyong seueur acis, tapi teu damel tes sapertos ngajarkeun lauk naek tangkal",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hoyong seueur acis, tapi teu damel tes sapertos ngajarkeun lauk naek tangkal, Options: 0) Hoyong seueur acis, tapi teu damel teh mustahil 1) Hoyong seueur acis, tapi teu damel teh mungkin wae."
"Hoyong seueur acis, tapi teu damel teh mustahil","Hoyong seueur acis, tapi teu damel teh mungkin wae.","Hoyong seueur acis, tapi teu damel tes sapertos ngajarkeun monyet renang.",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hoyong seueur acis, tapi teu damel tes sapertos ngajarkeun monyet renang., Options: 0) Hoyong seueur acis, tapi teu damel teh mustahil 1) Hoyong seueur acis, tapi teu damel teh mungkin wae."
Abdi sareung anjeuna jauh bedana,Abdi sareung anjeuna eweuh bedana.,Abdi sareung anjeuna kawas langit jeung bumi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Abdi sareung anjeuna kawas langit jeung bumi, Options: 0) Abdi sareung anjeuna jauh bedana 1) Abdi sareung anjeuna eweuh bedana."
Abdi sareung anjeuna jauh bedana,Abdi sareung anjeuna eweuh bedana.,Abdi sareung anjeuna kawas monyet jeung kera.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Abdi sareung anjeuna kawas monyet jeung kera., Options: 0) Abdi sareung anjeuna jauh bedana 1) Abdi sareung anjeuna eweuh bedana."
Diajar matematika sesah,Diajar matematika gampil.,Diajar matematika umpama diajar maca jang budak SMA,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Diajar matematika umpama diajar maca jang budak SMA, Options: 0) Diajar matematika sesah 1) Diajar matematika gampil."
