ending1,ending2,startphrase,labels,instruction_column
Ibu yen nesu kaya arep mbledos,Ibu yen nesu kaya kalem,Ibu yen nesu kaya Gunung Merapi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ibu yen nesu kaya Gunung Merapi, Options: 0) Ibu yen nesu kaya arep mbledos 1) Ibu yen nesu kaya kalem"
Ibu yen nesu kaya arep mbledos,Ibu yen nesu kaya kalem,Ibu yen nesu kaya segara,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ibu yen nesu kaya segara, Options: 0) Ibu yen nesu kaya arep mbledos 1) Ibu yen nesu kaya kalem"
"Mobil iku langka banget, gaono wujude",Mobil iku gampang banget ditemu,Mobil iku ghoib,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mobil iku ghoib, Options: 0) Mobil iku langka banget, gaono wujude 1) Mobil iku gampang banget ditemu"
"Mobil iku langka banget, gaono wujude",Mobil iku gampang banget ditemu,Mobil iku pasaran,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mobil iku pasaran, Options: 0) Mobil iku langka banget, gaono wujude 1) Mobil iku gampang banget ditemu"
Deni yen wis nari luwes banget kaya godhong ceblok,Deni yen wis nari kaku banget kaya robot,Deni yen wis nari kaya godhong ceblok,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Deni yen wis nari kaya godhong ceblok, Options: 0) Deni yen wis nari luwes banget kaya godhong ceblok 1) Deni yen wis nari kaku banget kaya robot"
Deni yen wis nari luwes banget kaya godhong ceblok,Deni yen wis nari kaku banget kaya robot,Deni yen wis nari kaya robot,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Deni yen wis nari kaya robot, Options: 0) Deni yen wis nari luwes banget kaya godhong ceblok 1) Deni yen wis nari kaku banget kaya robot"
Kowe apa wis mangan? Kok polahmu kaya beringas,Kowe apa wis mangan? Kok polahmu kaya lemes banget,Kowe apa wis mangan? Kok polahmu kaya banteng nesu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kowe apa wis mangan? Kok polahmu kaya banteng nesu, Options: 0) Kowe apa wis mangan? Kok polahmu kaya beringas 1) Kowe apa wis mangan? Kok polahmu kaya lemes banget"
Kowe apa wis mangan? Kok polahmu kaya beringas,Kowe apa wis mangan? Kok polahmu kaya lemes banget,Kowe apa wis mangan? Kok polahmu kaya kucing luwe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kowe apa wis mangan? Kok polahmu kaya kucing luwe, Options: 0) Kowe apa wis mangan? Kok polahmu kaya beringas 1) Kowe apa wis mangan? Kok polahmu kaya lemes banget"
Wong yen wis gedhe iku aja meneng wae,Wong yen wis gedhe iku bebas,Wong yen wis gedhe iku ojo kaya katak ning njero tempurung,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong yen wis gedhe iku ojo kaya katak ning njero tempurung, Options: 0) Wong yen wis gedhe iku aja meneng wae 1) Wong yen wis gedhe iku bebas"
Wong yen wis gedhe iku aja meneng wae,Wong yen wis gedhe iku bebas,Wong yen wis gedhe iku kaya walet,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong yen wis gedhe iku kaya walet, Options: 0) Wong yen wis gedhe iku aja meneng wae 1) Wong yen wis gedhe iku bebas"
Motor iku yen ditumpaki cepet banget,Motor iku yen ditumpaki alon banget,Motor iku yen ditumpaki wis kaya jet,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Motor iku yen ditumpaki wis kaya jet, Options: 0) Motor iku yen ditumpaki cepet banget 1) Motor iku yen ditumpaki alon banget"
Motor iku yen ditumpaki cepet banget,Motor iku yen ditumpaki alon banget,Motor iku yen ditumpaki wis kaya dokar,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Motor iku yen ditumpaki wis kaya dokar, Options: 0) Motor iku yen ditumpaki cepet banget 1) Motor iku yen ditumpaki alon banget"
"Ndek sekolah, Andi iku juara kelas","Ndek sekolah, Andi iku ranking paling ngisor","Ndek sekolah, Andi iku bintang kelas",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ndek sekolah, Andi iku bintang kelas, Options: 0) Ndek sekolah, Andi iku juara kelas 1) Ndek sekolah, Andi iku ranking paling ngisor"
"Ndek sekolah, Andi iku juara kelas","Ndek sekolah, Andi iku ranking paling ngisor","Ndek sekolah, Andi iku juru kunci kelas",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ndek sekolah, Andi iku juru kunci kelas, Options: 0) Ndek sekolah, Andi iku juara kelas 1) Ndek sekolah, Andi iku ranking paling ngisor"
Aldi lan Doni iku sahabat sing wis kokoh banget kaya rante,Aldi lan Doni iku sahabat sing wis rapuh lan tipis kaya senar,Aldi lan Doni iku sahabat sing wis kaya rante,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aldi lan Doni iku sahabat sing wis kaya rante, Options: 0) Aldi lan Doni iku sahabat sing wis kokoh banget kaya rante 1) Aldi lan Doni iku sahabat sing wis rapuh lan tipis kaya senar"
Aldi lan Doni iku sahabat sing wis kokoh banget kaya rante,Aldi lan Doni iku sahabat sing wis rapuh lan tipis kaya senar,Aldi lan Doni iku sahabat sing wis kaya senar,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aldi lan Doni iku sahabat sing wis kaya senar, Options: 0) Aldi lan Doni iku sahabat sing wis kokoh banget kaya rante 1) Aldi lan Doni iku sahabat sing wis rapuh lan tipis kaya senar"
Pengawas ujian iku nduweni mata awas banget kaya elang,Pengawas ujian iku nduweni mata rabun kaya lawa,Pengawas ujian iku nduweni mata kaya elang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pengawas ujian iku nduweni mata kaya elang, Options: 0) Pengawas ujian iku nduweni mata awas banget kaya elang 1) Pengawas ujian iku nduweni mata rabun kaya lawa"
Pengawas ujian iku nduweni mata awas banget kaya elang,Pengawas ujian iku nduweni mata rabun kaya lawa,Pengawas ujian iku nduweni mata kaya lawa,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pengawas ujian iku nduweni mata kaya lawa, Options: 0) Pengawas ujian iku nduweni mata awas banget kaya elang 1) Pengawas ujian iku nduweni mata rabun kaya lawa"
Wong iku kulite kaya lembut kaya kulit bayi,Wong iku kulite kaya kasar kaya kulit boyo,Wong iku kulite kaya kulit bayi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong iku kulite kaya kulit bayi, Options: 0) Wong iku kulite kaya lembut kaya kulit bayi 1) Wong iku kulite kaya kasar kaya kulit boyo"
Wong iku kulite kaya lembut kaya kulit bayi,Wong iku kulite kaya kasar kaya kulit boyo,Wong iku kulite kaya kulit boyo,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong iku kulite kaya kulit boyo, Options: 0) Wong iku kulite kaya lembut kaya kulit bayi 1) Wong iku kulite kaya kasar kaya kulit boyo"
Masa depane cah kuwi kaya cerah banget,Masa depane cah kuwi kaya peteng,Masa depane cah kuwi kaya siang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Masa depane cah kuwi kaya siang, Options: 0) Masa depane cah kuwi kaya cerah banget 1) Masa depane cah kuwi kaya peteng"
Masa depane cah kuwi kaya cerah banget,Masa depane cah kuwi kaya peteng,Masa depane cah kuwi kaya malam,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Masa depane cah kuwi kaya malam, Options: 0) Masa depane cah kuwi kaya cerah banget 1) Masa depane cah kuwi kaya peteng"
