startphrase,ending1,ending2,labels,instruction_column
Mradi huo ni mkongwe,Kitu kipya sana,Kitu kizee,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mradi huo ni mkongwe, Options: 0) Kitu kipya sana 1) Kitu kizee"
Ana roho ya simba,Ni jasiri sana,Ni mnyonge sana,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ana roho ya simba, Options: 0) Ni jasiri sana 1) Ni mnyonge sana"
Ni mpole kama kobe,Ni jasiri sana,Ni mnyonge sana,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ni mpole kama kobe, Options: 0) Ni jasiri sana 1) Ni mnyonge sana"
Wewe ni nyota yangu,nakutegemea sana kwa maisha yangu,Sikutegemei kwa lolote,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wewe ni nyota yangu, Options: 0) nakutegemea sana kwa maisha yangu 1) Sikutegemei kwa lolote"
Wewe ni giza yangu,nakutegemea sana kwa maisha yangu,Sikutegemei kwa lolote,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wewe ni giza yangu, Options: 0) nakutegemea sana kwa maisha yangu 1) Sikutegemei kwa lolote"
Kukopa arusi,Unapoazima kitu ni rahisi kufanaya hivyo,Unapoazimwa kufanyia mtu jambo ni vigumu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kukopa arusi, Options: 0) Unapoazima kitu ni rahisi kufanaya hivyo 1) Unapoazimwa kufanyia mtu jambo ni vigumu"
kulipa matanga,Unapoazima kitu ni rahisi kufanaya hivyo,Unapoazimwa kufanyia mtu jambo ni vigumu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: kulipa matanga, Options: 0) Unapoazima kitu ni rahisi kufanaya hivyo 1) Unapoazimwa kufanyia mtu jambo ni vigumu"
Mgeni ni kuku mweupe,ana tabia njema,ana tabia mbaya,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mgeni ni kuku mweupe, Options: 0) ana tabia njema 1) ana tabia mbaya"
Mgeni ni kuku mweusi,ana tabia njema,ana tabia mbaya,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mgeni ni kuku mweusi, Options: 0) ana tabia njema 1) ana tabia mbaya"
Rafiki yake ni sungura,Ni mjanja sana,Yeye si mjanja,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rafiki yake ni sungura, Options: 0) Ni mjanja sana 1) Yeye si mjanja"
Rafiki yake ni kondoo,Ni mjanja sana,Yeye si mjanja,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rafiki yake ni kondoo, Options: 0) Ni mjanja sana 1) Yeye si mjanja"
Yeye ni mrefu kama twiga,ana kimo kirefu sana,ana kimo kifupi sana,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yeye ni mrefu kama twiga, Options: 0) ana kimo kirefu sana 1) ana kimo kifupi sana"
Yeye ni mfupi kama mbilikimo,ana kimo kirefu sana,ana kimo kifupi sana,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yeye ni mfupi kama mbilikimo, Options: 0) ana kimo kirefu sana 1) ana kimo kifupi sana"
Aliwachwa mataani na yule ndugu,aliwachwa na upweke,alipatana naye,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aliwachwa mataani na yule ndugu, Options: 0) aliwachwa na upweke 1) alipatana naye"
Alipatana naye hadharani,aliwachwa na upweke,alipatana naye,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alipatana naye hadharani, Options: 0) aliwachwa na upweke 1) alipatana naye"
Yeye ni chui,ana mbio sana,ana mwendo wa polepole,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yeye ni chui, Options: 0) ana mbio sana 1) ana mwendo wa polepole"
yeye ni kobe,ana mbio sana,ana mwendo wa polepole,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: yeye ni kobe, Options: 0) ana mbio sana 1) ana mwendo wa polepole"
Kuna panya kati yetu,anatoa siri zetu nje,siri zetu zipo imara,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kuna panya kati yetu, Options: 0) anatoa siri zetu nje 1) siri zetu zipo imara"
kuna pamba kati yetu,anatoa siri zetu nje,siri zetu zipo imara,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: kuna pamba kati yetu, Options: 0) anatoa siri zetu nje 1) siri zetu zipo imara"
Kicheko ni dawa,anahisi vizuri,anahisi vibaya,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kicheko ni dawa, Options: 0) anahisi vizuri 1) anahisi vibaya"
Kununa ni sumu,anahisi vizuri,anahisi vibaya,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kununa ni sumu, Options: 0) anahisi vizuri 1) anahisi vibaya"
Hiki chumba ni jela,ina maana kuwa chumba kina upweke,chumbani kuna furaha,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hiki chumba ni jela, Options: 0) ina maana kuwa chumba kina upweke 1) chumbani kuna furaha"
Hiki chumba ni paradiso,ina maana kuwa chumba kina upweke,chumbani kuna furaha,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hiki chumba ni paradiso, Options: 0) ina maana kuwa chumba kina upweke 1) chumbani kuna furaha"
Ali ana roho ya dhahabu,ana roho njema,ana roho mbaya,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ali ana roho ya dhahabu, Options: 0) ana roho njema 1) ana roho mbaya"
Ali ana roho ya fisi,ana roho njema,ana roho mbaya,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ali ana roho ya fisi, Options: 0) ana roho njema 1) ana roho mbaya"
maneno yako yanakata kama kisu,maongezi yake ni mabaya,maongezi yake ni mema,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: maneno yako yanakata kama kisu, Options: 0) maongezi yake ni mabaya 1) maongezi yake ni mema"
maneno yako ni nyororo kama pamba,maongezi yake ni mabaya,maongezi yake ni mema,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: maneno yako ni nyororo kama pamba, Options: 0) maongezi yake ni mabaya 1) maongezi yake ni mema"
mapenzi yetu ni mazuri kama maua,mapenzi yetu ni mazito na yenye msingi,mapenzi yetu hayana msingi na ni mepesi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: mapenzi yetu ni mazuri kama maua, Options: 0) mapenzi yetu ni mazito na yenye msingi 1) mapenzi yetu hayana msingi na ni mepesi"
mapenzi yetu ni mepesi kama kamasi,mapenzi yetu ni mazito na yenye msingi,mapenzi yetu hayana msingi na ni mepesi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: mapenzi yetu ni mepesi kama kamasi, Options: 0) mapenzi yetu ni mazito na yenye msingi 1) mapenzi yetu hayana msingi na ni mepesi"
